Start	End	Type	Weight
ASK1	JNK	0	1
ASK1	JNKK1	0	1
ASK1	MEK3	0	1
ASK1	MEK6	0	1
ASK1	MKK7	0	1
ATF2	c-JUN	0	1
ATF2	IFNy	0	1
ATF2	IL2	0	1
ATF2	IL4	0	1
ATF2	CRE	0	1
ATF2	TRE	0	1
ATM	ABL1	0	1
ATM	BRCA1	0	1
ATM	BRCA2	0	1
ATM	CHK1	0	1
ATM	CHK2	0	1
ATM	FANCD2	0	1
ATM	NBS1	0	1
ATM	NFkB	0	1
ATM	p53	0	1
ATP	CAMP	0	1
ATP	CASP9	0	1
ATR	ATM	0	1
ATR	BRCA1	0	1
ATR	CHK1	0	1
ATR	CHK2	0	1
ATR	FANCD2	0	1
ATR	p53	0	1
ATR	PLK3	0	1
ATR	RAD17	0	1
AVP	Ca++	0	1
AXIN	CTNNB1	0	1
AXIN	GSK3A	0	1
AXIN	MEKK	0	1
AXIN	MEKK4	0	1
B2AR	GALPHAS	0	1
B2AR	GBETAGAMMA	0	1
BAD	BAK	0	1
BAD	BAX	0	1
BAD	BCL2	0	1
BAD	BCL2L1	0	1
BAD	CASP9	0	1
BAD	Bcl-w	0	1
BAK	BAD	0	1
BAK	BCL2L1	0	1
BAK	cIAP	0	1
BAK	CYTOCHROMEC	0	1
BAX	BAD	0	1
BAX	BAK	0	1
BAX	BCL2	0	1
BAX	cIAP	0	1
BAX	CYTOCHROMEC	0	1
BCL2	APAF1	0	1
BCL2	BAD	0	1
BCL2	BAK	0	1
BCL2	BAX	0	1
BCL2	BCL2L1	0	1
BCL2	BID	0	1
BCL2	BIK	0	1
BCL2	SMPD1	0	1
BCL2	BIM	0	1
BCL2	CYTOCHROMEC	0	1
BCL2	ITM2B	0	1
BCL2	Noxa	0	1
BCL2L1	BAD	0	1
BCL2L1	BAK	0	1
BCL2L1	BAX	0	1
BCL2L1	BCL2	0	1
BCL2L1	BID	0	1
BCL2L1	BIK	0	1
BCL2L1	CYCS	0	1
BCL2L1	p53	0	1
BCL2L1	BIM	0	1
BCL2L1	CYTOCHROMEC	0	1
BCL2L1	BCLG	0	1
BCL2L1	Bok	0	1
BCL2L1	Noxa	0	1
BID	BAK	0	1
BID	BAX	0	1
BID	CYTOCHROMEC	0	1
BID	VDAC2	0	1
BIK	BCL2	0	1
BIK	BCL2L1	0	1
BIRC5	cIAP	0	1
BIRC5	XIAP	0	1
BIRC5	TUBB4Q	0	1
BLNK	GRB2	0	1
BLNK	VAV	0	1
BLNK	PLCg-2	0	1
BMPR2	ATF2	0	1
BTK	FAS	0	1
BTK	PLCy	0	1
BTK	PLCg-2	0	1
BTRC	CTNNB1	0	1
C3G	RAP1A	0	1
C3G	RAP1	0	1
C3G	RAS	0	1
Ca++	Calpain2	0	1
Ca++	CAM	0	1
Ca++	CAMK2	0	1
Ca++	Cd++	0	1
Ca++	CK1a	0	1
Ca++	CK1d	0	1
Ca++	DREAM	0	1
Ca++	GCAP	0	1
Ca++	NFAT	0	1
Ca++	NFkB	0	1
Ca++	NOS3	0	1
Ca++	PKC	0	1
Ca++	PKCA	0	1
Ca++	PLA2	0	1
Ca++	PP2A	0	1
Ca++	PTK	0	1
Ca++	AC5	0	1
Ca++	ALPHAACTININ	0	1
Ca++	CALMODULIN	0	1
Ca++	CALNEXIN	0	1
Ca++	CALRETICULIN	0	1
Ca++	CAPRI	0	1
Ca++	DOC2	0	1
Ca++	DYNAMIN	0	1
Ca++	HIPPOCALCIN	0	1
Ca++	NCS1	0	1
Ca++	RABPHILIN	0	1
Ca++	RASGRP1	0	1
Ca++	SORCIN	0	1
Ca++	SV2A	0	1
Ca++	SYNAPSIN	0	1
Ca++	SYNAPTOTAGMIN	0	1
Ca++	VILIP	0	1
Ca++	Cn	0	1
CABIN1	HDAC5	0	1
CABIN1	CALCINEURIN	0	1
CAD	ICAD	0	1
PPP3R2	CABIN1	0	1
PPP3R2	NFAT	0	1
PPP3R2	NOS1	0	1
Calpain1	BAX	0	1
Calpain1	BID	0	1
Calpain1	CABIN1	0	1
Calpain1	CASP9	0	1
Calpain1	FAK	0	1
Calpain1	PXN	0	1
Calpain1	RAC1	0	1
Calpain1	RHOA	0	1
Calpain1	TALIN	0	1
Calpain1	TAU	0	1
Calpain1	VIL2	0	1
Calpain1	AMPAR	0	1
Calpain1	MAP2	0	1
Calpain1	NMDAR	0	1
Calpain1	SPECTRIN	0	1
Calpain2	CABIN1	0	1
Calpain2	FAK	0	1
Calpain2	PXN	0	1
Calpain2	TALIN	0	1
Calpastatin	Calpain1	0	1
Calpastatin	VIL2	0	1
CAM	CABIN1	0	1
CAM	PPP3R2	0	1
CAM	CAMK1	0	1
CAM	NFAT	0	1
CAM	PTK	0	1
CAMK1	CREB	0	1
CAMK1	HDAC5	0	1
CAMK1	MEF2C	0	1
CAMK1	HDAC	0	1
CAMK1	RAC1	0	1
CAMK1	SYNAPSIN	0	1
CAMK2	CREB	0	1
CAMK2	TAU	0	1
CAMP	EPAC1	0	1
CAMP	PKAc	0	1
CAMP	RIIa	0	1
CAMP	cAMPGEFII	0	1
CAMP	PKA	0	1
CAMP	CNG	0	1
CAP	MYT1	0	1
CARM1	CBP	0	1
CARM1	CTNNB1	0	1
CARM1	p300	0	1
CASP10	APAF1	0	1
CASP10	CASP3	0	1
CASP10	FANCF	0	1
CASP10	IAP	0	1
CASP10	p53	0	1
CASP2	BID	0	1
CASP2	LMNA	0	1
CASP3	APAF1	0	1
CASP3	BAD	0	1
CASP3	BAX	0	1
CASP3	BCL2	0	1
CASP3	BCL2L1	0	1
CASP3	BID	0	1
CASP3	CAD	0	1
CASP3	CASP6	0	1
CASP3	CASP7	0	1
CASP3	CASP8	0	1
CASP3	DNAPK	0	1
CASP3	FAK	0	1
CASP3	FODRIN	0	1
CASP3	GAS2	0	1
CASP3	GELSOLIN	0	1
CASP3	ICAD	0	1
CASP3	MEKK	0	1
CASP3	PAK2	0	1
CASP3	PARP	0	1
CASP3	RB	0	1
CASP3	ROCK1	0	1
CASP3	XIAP	0	1
CASP3	BIM	0	1
CASP3	CALCINEURIN	0	1
CASP3	EIF4G	0	1
CASP3	MEF2B	0	1
CASP3	PIP5K	0	1
CASP3	PROKR1	0	1
CASP3	PPP2R5C	0	1
CASP3	Acinus	0	1
CASP3	MCL1	0	1
CASP3	NDUFS1	0	1
CASP6	CASP3	0	1
CASP6	ICAD	0	1
CASP6	LMNA	0	1
CASP6	LMNB1	0	1
CASP6	LMNB2	0	1
CASP6	PAK1	0	1
CASP7	CAD	0	1
CASP7	CASP9	0	1
CASP7	FAK	0	1
CASP7	ICAD	0	1
CASP7	PARP	0	1
CASP7	MEF2B	0	1
CASP7	PROKR1	0	1
CASP8	ASK1	0	1
CASP8	BID	0	1
CASP8	CASP10	0	1
CASP8	CASP3	0	1
CASP8	IAP	0	1
CASP8	MIG1	0	1
CASP8	RIP	0	1
CASP8	PROKR1	0	1
CASP8	DEDD1	0	1
CASP9	CASP3	0	1
CASP9	CASP6	0	1
CASP9	CASP7	0	1
Catalase	ROS	0	1
CBL	EGFR	0	1
CBL	ZAP70	0	1
CBL	CD3	0	1
CBL	FGFR	0	1
CBL	FRS2	0	1
CBP	c-JUN	0	1
CBP	CTNNB1	0	1
CBP	ELK1	0	1
CBP	Era	0	1
CBP	GROUCHO	0	1
CBP	LCK	0	1
CBP	P50	0	1
CBP	PCAF	0	1
CBP	TCF7	0	1
CBP	SRA1	0	1
CCNA2	CDK1	0	1
CCNA2	CDK2	0	1
CCNA2	CDK4	0	1
CCNA2	CDK6	0	1
CCNA2	E2F1	0	1
CCNB1	CDK1	0	1
CCND1	E2F1	0	1
CCND1	RB	0	1
CCND2	RB	0	1
CCND3	RB	0	1
CCNE1	RB	0	1
Cd++	CREB	0	1
Cd++	IP3R	0	1
CD14	TLR2	0	1
CD14	TLR4	0	1
CD36	p38	0	1
CD4	ZAP70	0	1
CD45	LCK	0	1
CDC25	CDK1	0	1
CDC25A	CDK2	0	1
CDC25A	CDK6	0	1
CDC34	CCNE1	0	1
CDC34	E2F1	0	1
CDC42	GCK	0	1
CDC42	MEKK	0	1
CDC42	MLK1	0	1
CDC42	PAK1	0	1
CDC42	WAVE1	0	1
CDC42	MEKK4	0	1
CDC42	MLK	0	1
CDC42	THC	0	1
CDC42	ACK	0	1
CDC42	MLK3	0	1
CDK1	BAD	0	1
CDK1	CCNB1	0	1
CDK1	PLK1	0	1
CDK2	E2F1	0	1
CDK2	p27	0	1
CDK2	RB	0	1
CDK5	APAF1	0	1
CDK5	DARPP-32	0	1
CDK5	MEK1	0	1
CDK5	PAK1	0	1
CDK5	TAU	0	1
CDK5	MUNC18	0	1
CDK5	NFH	0	1
CDK6	BCL2	0	1
CDK6	RB	0	1
CDK7	CDK2	0	1
CEBPA	c-JUN	0	1
CHK1	CDC25	0	1
CHK1	G2	0	1
CHK1	p53	0	1
CHK2	BRCA1	0	1
CHK2	G2	0	1
CHK2	p53	0	1
CHN1	RAC1	0	1
CHORDIN	BMPR2	0	1
cIAP	BIRC5	0	1
cIAP	IAP	0	1
cIAP	XIAP	0	1
cIAP	cIAP2	0	1
cIAP	Livin	0	1
cIAP1	CASP3	0	1
cIAP1	CASP7	0	1
c-JUN	CREB	0	1
c-JUN	BIM	0	1
c-JUN	Hrk	0	1
CK1a	NFAT	0	1
CK1a	p25	0	1
CK1a	p53	0	1
CK1d	DARPP-32	0	1
CK1e	CRY	0	1
CK1e	PER	0	1
CK2	BID	0	1
CK2	BIK	0	1
CK2	DSH	0	1
CK2	MAPK9	0	1
CK2	SRF	0	1
CK2	WNT	0	1
CLOCK	BMAL1	0	1
c-Myc	p14ARF	0	1
c-Myc	SP1	0	1
COFILIN2	APAF1	0	1
CREB	CBP	0	1
CREB	ATF1	0	1
CREB	CRE	0	1
CREB	IRS2	0	1
CREB	TFIIB	0	1
CREB	TFIID	0	1
CREM	CREB	0	1
CREM	DREAM	0	1
CRK	ABL1	0	1
CRK	C3G	0	1
CRK	DOCK180	0	1
CRK	MAP4K1	0	1
CRK	GRIT	0	1
CRKL	C3G	0	1
CRKL	DOCK180	0	1
CRY	BAX	0	1
CRY	BCL2L1	0	1
CSF1R	ETS1	0	1
CSF1R	p90RSK	0	1
CSK	FAK	0	1
CSK	LCK	0	1
CSK	LYN	0	1
CSK	PXN	0	1
CSK	SRC	0	1
CTBP1	TCF	0	1
CTBP1	RIP140	0	1
CTIP	BRCA1	0	1
CTNNB1	CBP	0	1
CTNNB1	HDAC	0	1
CTNNB1	TCF	0	1
CTNNB1	Ub	0	1
CTNNB1	LEF	0	1
CTNNB1	TCF7	0	1
CYCS	APAF1	0	1
CYCS	CASP1	0	1
CYCS	cIAP	0	1
CYCS	PER	0	1
D1	CAMP	0	1
D2	PP2B	0	1
DAG	DG	0	1
DAG	PKC	0	1
DAG	PKCA	0	1
DAG	RASGRP1	0	1
DARPP-32	CDK5	0	1
DARPP-32	P35	0	1
DARPP-32	PP1	0	1
DARPP-32	PPP1CC	0	1
DAXX	ASK1	0	1
DAXX	JNKK1	0	1
DELTA	CCNE1	0	1
DELTA	CTNNB1	0	1
DELTA	E2F1	0	1
DELTA	MDM2	0	1
DELTA	p27	0	1
DELTA	SNCA	0	1
DG	PKC	0	1
DHPG	MGLUR1	0	1
DIA	PFN1	0	1
DKK	WNT	0	1
DKK	LRP	0	1
DNAPK	p53	0	1
DOCK180	AKT	0	1
Dopamine	D1	0	1
Dopamine	D2	0	1
Dopamine	D1R	0	1
Dopamine	D2R	0	1
Dopamine	D3R	0	1
DP1	CCNE1	0	1
DR3	CASP8	0	1
DREAM	CREB	0	1
DREAM	FOS	0	1
DREAM	DRE	0	1
DREAM	KV41	0	1
DREAM	KV42	0	1
DREAM	Hrk	0	1
DSH	GSK3A	0	1
DSH	GSK3B	0	1
dsRNA	PKR	0	1
Dynein	RAC1	0	1
Dynein	BIM	0	1
E1A	p14ARF	0	1
E2F1	BID	0	1
E2F1	DP1	0	1
E2F1	p14ARF	0	1
E2F1	RB	0	1
E2F1	SMAD3	0	1
E2F1	BIM	0	1
E2F1	Hrk	0	1
E2F1	Noxa	0	1
E2F1	Puma	0	1
E3	SUMO1	0	1
EBP	EIF4E	0	1
EBP	EIF4F	0	1
ECSIT	MEKK	0	1
EDNRA	NBS1	0	1
EGF	EGFR	0	1
EGFR	CASP10	0	1
EGFR	CBL	0	1
EGFR	ERBB2	0	1
EGFR	GRB2	0	1
EGFR	MEK1	0	1
EGFR	MEKK	0	1
EGFR	NFAT	0	1
EGFR	p38	0	1
EGFR	PLCy	0	1
EGFR	PTK	0	1
EGFR	RAC1	0	1
EGFR	Rho	0	1
EGFR	SHC	0	1
EGFR	SRC	0	1
EGFR	STAT1	0	1
EGFR	STAT3	0	1
EGFR	VAV	0	1
EGFR	WAVE1	0	1
EGFR	N41	0	1
EGFR	NCK	0	1
EGFR	RASGAP	0	1
EGFR	ErbB3	0	1
EGFR	STAT	0	1
EGR2	BAD	0	1
EGR2	BNIP3	0	1
EGR2	BNIP3L	0	1
EIF-4EBP	EIF4A	0	1
EIF-4EBP	EIF4E	0	1
EIF2B	EIF2A	0	1
EIF2B	IKKA	0	1
EIF3	EIF4A	0	1
EIF4A	RPS6	0	1
EIF4B	EIF4A	0	1
EIF4B	RPS6	0	1
EIF5	EIF2A	0	1
ELK1	c-JUN	0	1
ELK1	FOS	0	1
ELK1	SRE	0	1
EPAC1	GDP	0	1
EPAC1	RAP1A	0	1
EPAC1	RAP1	0	1
EPOR	SHC	0	1
ERBB2	GRB2	0	1
ERBB2	PI3K	0	1
ERBB2	PLCy	0	1
ERBB2	SHC	0	1
ERBB2	SRC	0	1
ERBB2	RASGAP	0	1
ERBB2	SYNTROPHIN	0	1
ERBB2	Grb7	0	1
ERK1	ELK1	0	1
ERK1	MLCK	0	1
ERK1	MNK1	0	1
ERK1	MSK1	0	1
ERK1	p90RSK	0	1
ERK1	MNK2	0	1
ERK1	cPLA2	0	1
ERK1	MSK2	0	1
ERK2	CASP9	0	1
ERK2	CBP	0	1
ERK2	c-JUN	0	1
ERK2	CREB	0	1
ERK2	EGFR	0	1
ERK2	EGR1	0	1
ERK2	ELK1	0	1
ERK2	ERK1	0	1
ERK2	FOS	0	1
ERK2	JNK	0	1
ERK2	MAPKAP2	0	1
ERK2	MARCKS	0	1
ERK2	MLCK	0	1
ERK2	MNK1	0	1
ERK2	MSK1	0	1
ERK2	p90RSK	0	1
ERK2	PDK1	0	1
ERK2	PIB5PA	0	1
ERK2	PLA2	0	1
ERK2	RSK2	0	1
ERK2	STAT2	0	1
ERK2	TAU	0	1
ERK2	TCF	0	1
ERK2	KV42	0	1
ERK2	MEF2B	0	1
ERK2	CARD14	0	1
ERK2	NFH	0	1
ERK2	NFM	0	1
ERK2	PLA2P	0	1
ERK2	RSK	0	1
ERK2	SAM68	0	1
ERK2	SYNAPSIN	0	1
ERK2	MNK2	0	1
ERK2	cPLA2	0	1
ERK2	MSK2	0	1
ERK5	MEF2	0	1
ERK5	p90RSK	0	1
ERK5	MEF2	0	1
Estrogen	ER	0	1
Estrogen	MBD3	0	1
ETS2	ETS1	0	1
F11	F9	0	1
F13	F2	0	1
F2	Fibrinogen	0	1
F2	PAR1	0	1
F7	F10	0	1
FADD	CASP10	0	1
FADD	CASP8	0	1
FADD	MYD88	0	1
FADD	NFkB	0	1
FADD	SMPD1	0	1
FADD	DEDD1	0	1
FAK	ERK2	0	1
FAK	FYN	0	1
FAK	GRB2	0	1
FAK	IL6	0	1
FAK	P130Cas	0	1
FAK	PI3K	0	1
FAK	PLCy	0	1
FAK	PXN	0	1
FAK	SHC	0	1
FAK	SRC	0	1
FAK	ALPHAACTININ	0	1
FAK	ASAP1	0	1
FAK	Graf	0	1
FAK	Grb7	0	1
FAK	RPTK	0	1
FAN	SMPD2	0	1
FANCE	FANCD2	0	1
FAP	CASP8	0	1
FAP	FANCF	0	1
FAS	DAXX	0	1
FAS	EGFR	0	1
FAS	FADD	0	1
FAS	FASLG	0	1
FAS	IL1A	0	1
FAS	NFkB	0	1
FAS	RIP	0	1
FAS	SHP1	0	1
FASLG	FAS	0	1
Fe	H2O2	0	1
Fibrinogen	ITGB1	0	1
FKHRL1	FASLG	0	1
FKHRL1	BIM	0	1
Forskolin	AC	0	1
FOS	c-JUN	0	1
FRAT1	GSK3A	0	1
FRAT1	GSK3B	0	1
FRIZZLED	DSH	0	1
FRIZZLED	GA	0	1
FRIZZLED	PLASMIN	0	1
FRIZZLED	BETAARRESTIN	0	1
FSH	FSHR	0	1
FYN	CTNNB1	0	1
FYN	DAB1	0	1
FYN	PLCy	0	1
FYN	SHC	0	1
FYN	STAT2	0	1
FYN	AMPAR	0	1
FYN	LTYPECA	0	1
FYN	NMDAR	0	1
FYN	TUBULIN	0	1
GA	DSH	0	1
GA	ERK1	0	1
GA	GAQ	0	1
GA	Gy	0	1
GA	PI3Ky	0	1
GAB1	CRK	0	1
GAB1	MAP4K1	0	1
GAB1	P13K	0	1
GAB1	PI3K	0	1
GAB1	MEKK3	0	1
GADD45	CDK1	0	1
GADD45	MEKK4	0	1
Gai	AC	0	1
Gai	Gb	0	1
Gai	PI3K	0	1
Gai	PI3Ky	0	1
Gai	RAC1	0	1
Gai	SRC	0	1
Gai	bRAF	0	1
Gai	RAP1GAP	0	1
Gai	Gbg	0	1
GAP	GTP	0	1
GAP	RAC1	0	1
GAQ	GTP	0	1
GAQ	MEK1	0	1
GAQ	PLCb	0	1
GAQ	PLC	0	1
GATA4	HOP	0	1
GATA4	SRF	0	1
Gb	Gai	0	1
Gb	GEF	0	1
Gb	Gy	0	1
Gb	PI3K	0	1
GC1	GTP	0	1
GCAP	GC2	0	1
GCK	MEKK	0	1
GCN2	EIF2A	0	1
GDP	EIF2A	0	1
GDP	GTP	0	1
GDP	Importin	0	1
GDP	P13K	0	1
GDP	PAK2	0	1
GDP	RAF1	0	1
GDP	RAN	0	1
GDP	RAC1	0	1
GDP	RHOA	0	1
GEF	AKT	0	1
GEF	ARF1	0	1
GEF	ARHGAP1	0	1
GEF	RAC1	0	1
GEF	Rho	0	1
GELSOLIN	CASP9	0	1
GELSOLIN	ACTIN	0	1
GFAP	Ub	0	1
GFR	PKAc	0	1
GH	GHR	0	1
GHR	IGF1	0	1
GHR	PI3K	0	1
Gia	AC	0	1
Gia	CCNB1	0	1
Gia	GAQ	0	1
Gia	MEK3	0	1
Gia	MYT1	0	1
Gia	PLCb	0	1
Gia	Gbg	0	1
GNA12	AKAP13	0	1
GNA12	ARHGEF1	0	1
GNA12	RHOA	0	1
GNA12	RHOGEFs	0	1
GNA12	SRC	0	1
GNA12	RASGAP	0	1
GNA12	MEK5	0	1
GNA12	PLD	0	1
GNA12	TEC	0	1
GNA13	ARHGEF1	0	1
GNA13	ASK1	0	1
GNA13	CDC42	0	1
GNA13	PTK	0	1
GNA13	RHOGEFs	0	1
GNA13	RADIXIN	0	1
GNA16	DAG	0	1
GNA16	PLCb	0	1
GPCR	ANF	0	1
GPx	GSH	0	1
GR	MKP1	0	1
GR	PI3K	0	1
GRB2	CBL	0	1
GRB2	ERK1	0	1
GRB2	GAB1	0	1
GRB2	PLCy	0	1
GRB2	RAC1	0	1
GRB2	SHC	0	1
GRB2	SOS1	0	1
GRB2	SPRY	0	1
GRB2	VAV2	0	1
GRB2	WAVE1	0	1
GRB2	DYNAMIN	0	1
GRB2	PTPA	0	1
GRB2	SAM68	0	1
GRB2	GAB	0	1
GROUCHO	TCF	0	1
GROUCHO	LEF	0	1
GSH	GSSG	0	1
GSK3A	AXIN	0	1
GSK3A	c-JUN	0	1
GSK3A	CREB	0	1
GSK3A	CTNNB1	0	1
GSK3A	MITF	0	1
GSK3A	NFAT	0	1
GSK3A	PSEN1	0	1
GSK3A	TAU	0	1
GSK3A	ANAPC1	0	1
GSK3A	INHIBITOR2	0	1
GSK3A	eIF2B	0	1
GSK3B	AKT	0	1
GSK3B	AXIN	0	1
GSK3B	CCND1	0	1
GSK3B	CTNNB1	0	1
GSK3B	EIF2A	0	1
GSK3B	GSK3A	0	1
GSK3B	SMO	0	1
GSK3B	TAU	0	1
GSR	GSSG	0	1
GSSG	GSH	0	1
GTP	DIA	0	1
GTP	GDP	0	1
GTP	MEK1	0	1
GTP	MEKK	0	1
GTP	P35	0	1
GTP	p70s6K	0	1
GTP	PAK1	0	1
GTP	PLCE	0	1
GTP	PLD1	0	1
GTP	POR1	0	1
GTP	RAF1	0	1
GTP	RAN	0	1
GTP	RAC1	0	1
GTP	RHOA	0	1
GTP	ROCK1	0	1
GTP	WAVE1	0	1
GTP	WAVE2	0	1
GTP	WAVE3	0	1
Gy	ERK1	0	1
Gy	ERK2	0	1
Gy	GA	0	1
Gy	Gb	0	1
Gy	ITGA1	0	1
Gy	MEKK	0	1
Gy	PLCy	0	1
Gy	RAC1	0	1
Gy	S1P	0	1
Gy	SHC	0	1
GZMB	BID	0	1
GZMB	CASP9	0	1
GZMB	RAB3	0	1
H2O2	BAX	0	1
H2O2	HO	0	1
HBX	Ca++	0	1
HBX	CASP9	0	1
HBX	PTK	0	1
HDAC	GROUCHO	0	1
HDAC	LEF	0	1
HDAC1	SNAI1	0	1
HDAC3	p300	0	1
HIF1A	BID	0	1
HIF1A	P50	0	1
HIF1A	BNIP3	0	1
HIF1A	BNIP3L	0	1
HIF1A	Noxa	0	1
HRI	EIF2A	0	1
HSP27	CASP3	0	1
HSP27	DAXX	0	1
HSP27	CYTOCHROMEC	0	1
Hsp40	MDM2	0	1
Hsp40	Ub	0	1
hsp70	APAF1	0	1
hsp70	AIF	0	1
Hsp90	AHR	0	1
Hsp90	APAF1	0	1
Hsp90	BIRC5	0	1
Hsp90	PTEN	0	1
HSPC	PIR	0	1
HUS1	ATR	0	1
Hypoxia	AKT	0	1
Hypoxia	HUR	0	1
Hypoxia	p53	0	1
IAP	CASP9	0	1
IC261	CK1d	0	1
ICAD	CAD	0	1
ICAD	DFFB	0	1
I-FLICE	CASP8	0	1
I-FLICE	FADD	0	1
IFNy	IFN-yR	0	1
IFNy	JAK2	0	1
IFN-yR	hsp70	0	1
IFN-yR	JAK1	0	1
IFN-yR	JAK2	0	1
IFN-yR	TID1	0	1
IFN-yR	TIP1	0	1
IGF1	IGF1R	0	1
IGF1R	AKT	0	1
IGF1R	PPP3R2	0	1
IGF1R	CAMK1	0	1
IGF1R	ERK1	0	1
IGF1R	ERK2	0	1
IGF1R	IRS1	0	1
IGF1R	NFAT	0	1
IGF1R	PI3K	0	1
IGF1R	PKCA	0	1
IGF1R	SHC	0	1
IGF1R	VAV2	0	1
IGF1R	BETAARRESTIN	0	1
IGF1R	GRB10	0	1
IKBA	IL2	0	1
IKBA	IL4	0	1
IKBA	NFkB	0	1
IKBA	PKC	0	1
IKBA	RELA	0	1
IKBB	Hypoxia	0	1
IKBB	NFkB	0	1
IKK2	IKBA	0	1
IKK2	NFkB	0	1
IKKA	IKBA	0	1
IKKA	NFkB	0	1
IKKy	IKBA	0	1
IKKy	NFkB	0	1
IL12RB2	JAK2	0	1
IL1A	IL8	0	1
IL1B	IL1R	0	1
IL1B	MEK3	0	1
IL1R	ECSIT	0	1
IL1R	TRAF6	0	1
IL4	IL4R	0	1
IL6	IL6R	0	1
Importin	RAN	0	1
INSR	IRS1	0	1
INSR	MEK6	0	1
INSR	SHC	0	1
INSR	STAT5	0	1
INSR	APS	0	1
INSR	GRB10	0	1
INSR	IRS2	0	1
Insulin	INSR	0	1
CALM3	AKT	0	1
CALM3	Ca++	0	1
CALM3	IP3R	0	1
CALM3	PKC	0	1
IP3R	Ca++	0	1
IP3R	CRAC	0	1
IRAK	TAB1	0	1
IRAK	TAB2	0	1
IRAK	TLR2	0	1
IRAK	TLR4	0	1
IRAK	TRAF6	0	1
IRS1	ERK1	0	1
IRS1	GRB2	0	1
IRS1	PI3K	0	1
IRS1	NCK	0	1
ISRE	IKKe	0	1
ISRE	TBK1	0	1
ITGA1	BIRC5	0	1
ITGA1	CASP3	0	1
ITGA1	FOS	0	1
ITGA1	PI3K	0	1
ITGA1	REQ	0	1
ITGA1	XIAP	0	1
ITGB1	ERK1	0	1
ITGB1	FAK	0	1
ITGB1	FKHRL1	0	1
ITGB1	JAK2	0	1
ITGB1	PTK	0	1
ITGB1	SHC	0	1
ITGB1	ILK	0	1
JAK1	JAK2	0	1
JAK1	SHC	0	1
JAK1	STAT1	0	1
JAK1	STAT2	0	1
JAK1	STAT3	0	1
JAK1	JAK3	0	1
JAK1	STAT	0	1
JAK1	STAT6	0	1
JAK2	JAK1	0	1
JAK2	p65	0	1
JAK2	STAT1	0	1
JAK2	STAT3	0	1
JAK2	STAT5	0	1
JAK2	TYK2	0	1
JNK	ATF2	0	1
JNK	BAD	0	1
JNK	BCL2	0	1
JNK	BID	0	1
JNK	CASP1	0	1
JNK	c-JUN	0	1
JNK	ELK1	0	1
JNK	FASLG	0	1
JNK	FOS	0	1
JNK	MAPK9	0	1
JNK	MEK1	0	1
JNK	NFAT	0	1
JNK	p53	0	1
JNK	SHC	0	1
JNK	TAU	0	1
JNK	TCF	0	1
